carimbo,pol_comf,conspol_prof_nota,conspol_prof_ofens,conspol_prof_errad,conspol_col_ofens,conspol_redes,conspol_cod_cond,conspol_vidsoci,conspol_vidprofi,conspol_outro,rac_comf,consrac_prof_nota,consrac_prof_ofens,consrac_prof_errad,consrac_col_ofens,consrac_redes,consrac_cod_cond,consrac_vidsoci,consrac_vidprofi,consrac_outro,sex_comf,conssex_prof_nota,conssex_prof_ofens,conssex_prof_errad,conssex_col_ofens,conssex_redes,conssex_cod_cond,conssex_vidsoci,conssex_vidprofi,conssex_outro,gen_comf,consgen_prof_nota,consgen_prof_ofens,consgen_prof_errad,consgen_col_ofens,consgen_redes,consgen_cod_cond,consgen_vidsoci,consgen_vidprofi,consgen_outro,rel_comf,consrel_prof_nota,consrel_prof_ofens,consrel_prof_errad,consrel_col_ofens,consrel_redes,consrel_cod_cond,consrel_vidsoci,consrel_vidprofi,consrel_outro,adm_comf,consadm_prof_nota,consadm_prof_ofens,consadm_prof_errad,consadm_col_ofens,consadm_redes,consadm_cod_cond,consadm_vidsoci,consadm_vidprofi,consadm_outro,mat_comf,consmat_prof_nota,consmat_prof_ofens,consmat_prof_errad,consmat_col_ofens,consmat_redes,consmat_cod_cond,consmat_vidsoci,consmat_vidprofi,consmat_outro,percepfem,percepmasc,percepesq,percepdir,percepbran,perceppre,percepasi,percepric,perceppob,percephomo,percephet,perceptran,perceprel,percepate,percepoutro,tratgen,tratrac,tratpol,tratrel,tratsex,tratclas,compalunos,compprofs,compadm,incentidivers,idade,nivel,academic,area,sexo,trasn,orisex,class,raca,rel,denom_pol,espectro_econ,espectro_cult,uf,cidade
2021/11/29 8:41:48 AM GMT-5,Relutante,Nem um pouco preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Muito preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Muito preocupado,Muito preocupado,Muito preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Muito preocupado,Nem um pouco preocupado,Muito preocupado,,Relutante,Muito preocupado,Muito preocupado,Muito preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Muito preocupado,,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Todo dia,Nunca,Mais de uma vez por semana,Mais de uma vez por semana,Nunca,Poucas vezes por ano,Não sei responder,Não sei responder,Não sei responder,2. Raramente,25.0,Pós-Graduação,Não sei,Ciências Humanas,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Liberal,Prefiro não responder,Prefiro não responder,PR,Londrina
2021/11/29 8:51:48 AM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Não sei responder,Não sei responder,Menos confortáveis que os alunos em geral,Não sei responder,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Maioria tem posições próximas à minha,Não sei responder,5. Sempre,27.0,Pós-Graduação,Sim,Prefiro não responder,Feminino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Cristão: Católico,Não penso muito sobre isso,Centro-Direita,Apolítico / Não penso muito sobre isso,PR,Moro aqui
2021/11/29 9:20:20 AM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,43.0,Pós-Graduação,Sim,Ciências Sociais Aplicadas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Liberal,Centro-Direita,Centro-Direita,PR,Ibiporã
2021/11/29 10:16:08 AM GMT-5,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Poucas vezes por ano,"Uma vez por ano, ou menos","Uma vez por ano, ou menos",Nunca,"Uma vez por ano, ou menos",Não sei responder,Não sei responder,Não sei responder,5. Sempre,40.0,Pós-Graduação,Sim,Prefiro não responder,Feminino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Cristão: Católico,Conservador,Direita,Prefiro não responder,PR,Londrina
2021/11/29 10:48:53 AM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Não sei responder,Tão confortáveis quanto os alunos em geral,Não sei responder,,Nunca,Nunca,"Uma vez por ano, ou menos",Nunca,Nunca,Nunca,Não sei responder,Maioria à esquerda,Maioria tem posições próximas à minha,4. Frequentemente,62.0,Pós-Graduação,Sim,Ciências Humanas,Masculino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Cristão: Católico,Conservador,Direita,Direita,PR,Londrina 
2021/11/29 10:50:47 AM GMT-5,Relutante,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,,Poucas vezes por ano,Poucas vezes por ano,Mais de uma vez por semana,Mais de uma vez por semana,Mais ou menos uma vez por mês,Mais de uma vez por semana,Maioria tem posições próximas à minha,Maioria à direita,Maioria à direita,3. Ocasionalmente,45.0,Pós-Graduação,Não sei,Ciências Humanas,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: Protestante,Liberal,Esquerda,Esquerda,PR,Londrina 
2021/11/29 11:03:09 AM GMT-5,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,Mais ou menos uma vez por mês,Mais ou menos uma vez por mês,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,4. Frequentemente,43.0,Pós-Graduação,Não,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Protestante,Conservador,Direita,Direita,PR,Londrina
2021/11/29 11:19:46 AM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,36.0,Pós-Graduação,Não,Ciências Humanas,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Protestante,Prefiro não responder,Direita,Direita,PR,Londrina
2021/11/29 12:09:32 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria à esquerda,Maioria à esquerda,Não sei responder,5. Sempre,27.0,Pós-Graduação,Não sei,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Conservador,Direita,Direita,PR,Londrina 
2021/11/29 2:35:24 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Moderadamente preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Mais de uma vez por semana,Mais de uma vez por semana,Mais de uma vez por semana,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Maioria à esquerda,Maioria à esquerda,Maioria à esquerda,1. Nunca,47.0,Pós-Graduação,Não sei,Ciências Exatas e da Terra,Masculino,Prefiro não responder,Heterosexual,Não sei.,Branco / Caucasiano,Cristão: Católico,Conservador,Direita,Prefiro não responder,PR,Leopolis
2021/11/29 3:41:51 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,não,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,23.0,Superior - final da graduação (últimos dois semestres),Não,Ciências da Saúde,Feminino,Não,Heterosexual,Não sei.,Amarelo / Oriental,Cristão: Católico,Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,Londrina
2021/11/29 5:17:33 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,48.0,Superior - meio da graduação,Não sei,Ciências Humanas,Masculino,Não,Heterosexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Pardo / Mestiço,Cristão: Católico,Liberal,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,MA,Barra do Corda
2021/11/29 5:39:02 PM GMT-5,Relutante,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Não sei responder,Não sei responder,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,23.0,Pós-Graduação,Não sei,Ciências Sociais Aplicadas,Feminino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Cristão: Católico,Prefiro não responder,Prefiro não responder,Prefiro não responder,PR,Londrina 
2021/11/29 7:03:33 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,4. Frequentemente,59.0,Pós-Graduação,Não,Ciências Sociais Aplicadas,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,Londrina
